"Код;Наименование;Уровень1;Уровень2;Уровень3;Цена;ЦенаСП;Количество;Поля свойств;Совместные покупки;Единица измерения;Картинка;Выводить на главной;Описание"
"ДХ1772;Линолеум ФАВОРИТ STOBO.1  35 м4м;Напольные покрытия;Линолеум;;55765;54591;0.01;;;м2;;0;"
"ДХ1771;Линолеум ФАВОРИТ STOBO.1  3м;Напольные покрытия;Линолеум;;58615;57381;0.01;;;м2;;0;"
"ДХ1773;Линолеум ФАВОРИТ STOBO.2  25 м;Напольные покрытия;Линолеум;;60230;58962;0.01;;;м2;;0;"
"ДХ1775;Линолеум ФАВОРИТ STOBO.2  35 м4м;Напольные покрытия;Линолеум;;55765;54591;0.01;;;м2;;0;"
"ДХ1774;Линолеум ФАВОРИТ STOBO.2  3м;Напольные покрытия;Линолеум;;58615;57381;0.01;;;м2;;0;"
"ДХ1776;Линолеум ФАВОРИТ TOBAGO 1  3м;Напольные покрытия;Линолеум;;58615;57381;0.01;;;м2;;0;"
"ДХ1778;Линолеум ФАВОРИТ TOBAGO 2  25м;Напольные покрытия;Линолеум;;60230;58962;0.01;;;м2;;0;"
"ДХ1779;Линолеум ФАВОРИТ TOBAGO 2  35м4м;Напольные покрытия;Линолеум;;55765;54591;0.01;;;м2;;0;"
"ДХ1777;Линолеум ФАВОРИТ TOBAGO 2  3м;Напольные покрытия;Линолеум;;58615;57381;0.01;;;м2;;0;"
"ДХ1780;Линолеум ФАВОРИТ TOBAGO 4  3м;Напольные покрытия;Линолеум;;58615;57381;0.01;;;м2;;0;"
"Б0002858;Заглушка Идеал 25 м Бук Светлый (лев+прав.);Напольные покрытия;Плинтус напольный;;;;6;;;м2;;0;"
"Б0002227;Заглушка левая для плинтуса LM 55 ZL 02  Красное дерево;Напольные покрытия;Плинтус напольный;;1330;1302;30;;;шт;;0;"
"Б0002207;Заглушка левая для плинтуса LM 55 ZL 07  Хикора Вирджиния;Напольные покрытия;Плинтус напольный;;1330;1302;14;;;шт;;0;"
"Б0002232;Заглушка левая для плинтуса LM 55 ZL 08 Орех грецкий;Напольные покрытия;Плинтус напольный;;1330;1302;46;;;шт;;0;"
"Б0002237;Заглушка левая для плинтуса LM 55 ZL 10  Клен;Напольные покрытия;Плинтус напольный;;1330;1302;42;;;шт;;0;"
"Б0002212;Заглушка левая для плинтуса LM 55 ZL 15 Орех темный;Напольные покрытия;Плинтус напольный;;1330;1302;34;;;шт;;0;"
"Б0002202;Заглушка левая для плинтуса LM 55 ZL 16 Дуб античный;Напольные покрытия;Плинтус напольный;;1330;1302;49;;;шт;;0;"
"Б0002217;Заглушка левая для плинтуса LM 55 ZL 20 Дуб Савоен;Напольные покрытия;Плинтус напольный;;1330;1302;30;;;шт;;0;"
"Б0002197;Заглушка левая для плинтуса LM 55 ZL 22 Венге Африка;Напольные покрытия;Плинтус напольный;;1330;1302;34;;;шт;;0;"
"Б0001648;Заглушка левая для плинтуса LM 55 ZL 23 Ясень;Напольные покрытия;Плинтус напольный;;1330;1302;42;;;шт;;0;"
"Б0002222;Заглушка левая для плинтуса LM 55 ZL 26 Дуб темный;Напольные покрытия;Плинтус напольный;;1330;1302;18;;;шт;;0;"
"Б0003176;Заглушка левая для плинтуса LM 55 ZL 45  Серая акация;Напольные покрытия;Плинтус напольный;;1330;1302;18;;;шт;;0;"
"Б0002564;Заглушка левая для плинтуса LM55 ZL 19 Венге;Напольные покрытия;Плинтус напольный;;1330;1302;53;;;шт;;0;"
"Б0002228;Заглушка правая для плинтуса LM 55 ZP 02  Красное дерево;Напольные покрытия;Плинтус напольный;;1330;1302;30;;;шт;;0;"
"Б0002208;Заглушка правая для плинтуса LM 55 ZP 07 Хикора Вирджиния;Напольные покрытия;Плинтус напольный;;1330;1302;14;;;шт;;0;"
"Б0002233;Заглушка правая для плинтуса LM 55 ZP 08 Орех грецкий;Напольные покрытия;Плинтус напольный;;1330;1302;16;;;шт;;0;"
"Б0002238;Заглушка правая для плинтуса LM 55 ZP 10  Клен;Напольные покрытия;Плинтус напольный;;1330;1302;42;;;шт;;0;"
"Б0002213;Заглушка правая для плинтуса LM 55 ZP 15 Орех темный;Напольные покрытия;Плинтус напольный;;1330;1302;36;;;шт;;0;"
"Б0002203;Заглушка правая для плинтуса LM 55 ZP 16 Дуб античный;Напольные покрытия;Плинтус напольный;;1330;1302;39;;;шт;;0;"
"Б0002565;Заглушка правая для плинтуса LM 55 ZP 19 Венге;Напольные покрытия;Плинтус напольный;;1330;1302;53;;;шт;;0;"
"Б0002218;Заглушка правая для плинтуса LM 55 ZP 20 Дуб Савоен;Напольные покрытия;Плинтус напольный;;1330;1302;30;;;шт;;0;"
"Б0002198;Заглушка правая для плинтуса LM 55 ZP 22 Венге Африка;Напольные покрытия;Плинтус напольный;;1330;1302;34;;;шт;;0;"
"Б0001649;Заглушка правая для плинтуса LM 55 ZP 23 Ясень;Напольные покрытия;Плинтус напольный;;1330;1302;45;;;шт;;0;"
"Б0002223;Заглушка правая для плинтуса LM 55 ZP 26 Дуб темный;Напольные покрытия;Плинтус напольный;;1330;1302;19;;;шт;;0;"
"Б0003177;Заглушка правая для плинтуса LM 55 ZP 45 Серая акация;Напольные покрытия;Плинтус напольный;;1330;1302;18;;;шт;;0;"
"Б0003231;Заглушки торцевые  ПВХ комплект Идеал  Вишня;Напольные покрытия;Плинтус напольный;;3515;3441;23;;;шт;;0;"
"Б0002849;Заглушки торцевые  ПВХ КОМПЛЕКТ(Идеал Комфорт) Беленый Дуб;Напольные покрытия;Плинтус напольный;;1805;1767;9;;;шт;;0;"
"ДХ1473;Заглушки торцевые  ПВХ КОМПЛЕКТ(Идеал Комфорт)Мокко Дуб;Напольные покрытия;Плинтус напольный;;3515;3441;9;;;шт;;0;"
"Б0000672;Плинтус ПВХ с кабель-каналом Идеал 25м Бук Светлый;Напольные покрытия;Плинтус напольный;;6175;6045;2;;;шт;;0;"
"Б0003227;Плинтус ПВХ с кабель-каналомИдеал Вишня  25м;Напольные покрытия;Плинтус напольный;;5700;5580;32;;;шт;;0;"
"Б0001703;Плинтус пластик. LM 55  Ясень;Напольные покрытия;Плинтус напольный;;8550;8370;2;;;шт;;0;"
"Б0002561;Плинтус пластик. LM 55 Венге  25м;Напольные покрытия;Плинтус напольный;;8550;8370;28;;;шт;;0;"
"Б0001647;Плинтус пластик. LM 55 Венге Африка  25м;Напольные покрытия;Плинтус напольный;;8550;8370;6;;;шт;;0;"
"Б0002191;Плинтус пластик. LM 55 Дуб античный  25м;Напольные покрытия;Плинтус напольный;;8550;8370;4;;;шт;;0;"
"Б0002190;Плинтус пластик. LM 55 Дуб савоен  25м;Напольные покрытия;Плинтус напольный;;8550;8370;3;;;шт;;0;"
"Б0002192;Плинтус пластик. LM 55 Дуб темный  25м;Напольные покрытия;Плинтус напольный;;8550;8370;30;;;шт;;0;"
"Б0002195;Плинтус пластик. LM 55 Клен  25м;Напольные покрытия;Плинтус напольный;;8550;8370;10;;;шт;;0;"
"Б0002193;Плинтус пластик. LM 55 Красное дерево  25м;Напольные покрытия;Плинтус напольный;;8550;8370;40;;;шт;;0;"
"Б0002194;Плинтус пластик. LM 55 Орех грецкий  25м;Напольные покрытия;Плинтус напольный;;8550;8370;1;;;шт;;0;"
"Б0000333;Плинтус пластик. LM 55 Орех темный  25м;Напольные покрытия;Плинтус напольный;;8550;8370;11;;;шт;;0;"
"Б0003181;Плинтус пластик. LM 55 Серая акация  25м;Напольные покрытия;Плинтус напольный;;8550;8370;13;;;шт;;0;"
"Б0001706;Плинтус пластик. LM 55 Хикора Вирджиния 25м;Напольные покрытия;Плинтус напольный;;8550;8370;5;;;шт;;0;"
"ДХ1472;Соединитель (Идеал Комфорт) Мокко Дуб;Напольные покрытия;Плинтус напольный;;1140;1116;22;;;шт;;0;"
"Б0002229;Соединитель для плинтуса LM 55 L 02 Красное дерево;Напольные покрытия;Плинтус напольный;;1330;1302;40;;;шт;;0;"
"Б0002209;Соединитель для плинтуса LM 55 L 07  Хикора Вирджиния;Напольные покрытия;Плинтус напольный;;1330;1302;37;;;шт;;0;"
"Б0002234;Соединитель для плинтуса LM 55 L 08 Орех грецкий;Напольные покрытия;Плинтус напольный;;1330;1302;2;;;шт;;0;"
"Б0002239;Соединитель для плинтуса LM 55 L 10 Клен;Напольные покрытия;Плинтус напольный;;1330;1302;12;;;шт;;0;"
"Б0002214;Соединитель для плинтуса LM 55 L 15 Орех темный;Напольные покрытия;Плинтус напольный;;1330;1302;18;;;шт;;0;"
"Б0002204;Соединитель для плинтуса LM 55 L 16 Дуб античный;Напольные покрытия;Плинтус напольный;;1330;1302;6;;;шт;;0;"
"Б0002219;Соединитель для плинтуса LM 55  L 20 Дуб Савоен;Напольные покрытия;Плинтус напольный;;1330;1302;21;;;шт;;0;"
"Б0002199;Соединитель для плинтуса LM 55 L 22 Венге Африка;Напольные покрытия;Плинтус напольный;;1330;1302;1;;;шт;;0;"
"Б0001650;Соединитель для плинтуса LM 55 L 23 Ясень;Напольные покрытия;Плинтус напольный;;1330;1302;38;;;шт;;0;"
"Б0003178;Соединитель для плинтуса LM 55 L 45 Серая акация;Напольные покрытия;Плинтус напольный;;1330;1302;5;;;шт;;0;"
"Б0002520;Соединитель для плинтуса Идеал Беленый Дуб;Напольные покрытия;Плинтус напольный;;1045;1023;22;;;шт;;0;"
"Б0001250;Соединитель Идеал Бук Светлый;Напольные покрытия;Плинтус напольный;;665;651;26;;;шт;;0;"
"Б0003319;Соединитель Идеал Вишня;Напольные покрытия;Плинтус напольный;;1140;1116;44;;;шт;;0;"
"ДХ1469;Угол внешний (Идеал Комфорт) Мокко Дуб;Напольные покрытия;Плинтус напольный;;1140;1116;30;;;шт;;0;"
"Б0002230;Угол внешний для плинтуса LM 55 NZ 02 Красное дерево;Напольные покрытия;Плинтус напольный;;1805;1767;37;;;шт;;0;"
"Б0002210;Угол внешний для плинтуса LM 55 NZ 07 Хикора Вирджиния;Напольные покрытия;Плинтус напольный;;1805;1767;18;;;шт;;0;"
"Б0002235;Угол внешний для плинтуса LM 55 NZ 08 Орех грецкий;Напольные покрытия;Плинтус напольный;;1805;1767;17;;;шт;;0;"
"Б0002240;Угол внешний для плинтуса LM 55 NZ 10 Клен;Напольные покрытия;Плинтус напольный;;1805;1767;12;;;шт;;0;"
"Б0002215;Угол внешний для плинтуса LM 55 NZ 15 Орех темный;Напольные покрытия;Плинтус напольный;;1805;1767;9;;;шт;;0;"
"Б0002205;Угол внешний для плинтуса LM 55 NZ 16 Дуб Античный;Напольные покрытия;Плинтус напольный;;1805;1767;16;;;шт;;0;"
"Б0002563;Угол внешний для плинтуса LM 55 NZ 19 Венге;Напольные покрытия;Плинтус напольный;;1805;1767;54;;;шт;;0;"
"Б0002220;Угол внешний для плинтуса LM 55 NZ 20 Дуб Савоен;Напольные покрытия;Плинтус напольный;;1805;1767;22;;;шт;;0;"
"Б0002200;Угол внешний для плинтуса LM 55 NZ 22 Венге Африка;Напольные покрытия;Плинтус напольный;;1805;1767;13;;;шт;;0;"
"Б0000335;Угол внешний для плинтуса LM 55 NZ 23  Ясень;Напольные покрытия;Плинтус напольный;;1805;1767;104;;;шт;;0;"
"Б0002225;Угол внешний для плинтуса LM 55 NZ 26 Дуб темный;Напольные покрытия;Плинтус напольный;;1805;1767;21;;;шт;;0;"
"Б0003179;Угол внешний для плинтуса LM 55 NZ 45 Серая акация;Напольные покрытия;Плинтус напольный;;1805;1767;14;;;шт;;0;"
"Б0002519;Угол внешний для плинтуса Идеал Беленый Дуб;Напольные покрытия;Плинтус напольный;;1140;1116;30;;;шт;;0;"
"Б0002152;Угол внешний Идеал Бук Светлый;Напольные покрытия;Плинтус напольный;;1425;1395;30;;;шт;;0;"
"Б0003229;Угол внешний ПВХ Идеал  Вишня;Напольные покрытия;Плинтус напольный;;1140;1116;50;;;шт;;0;"
"Б0002231;Угол внутр. для плинтуса LM 55 NW 02 Красное дерево;Напольные покрытия;Плинтус напольный;;1805;1767;49;;;шт;;0;"
"Б0002211;Угол внутр. для плинтуса LM 55 NW 07 Хикора Вирджиния;Напольные покрытия;Плинтус напольный;;1805;1767;29;;;шт;;0;"
"Б0002236;Угол внутр. для плинтуса LM 55 NW 08 Орех грецкий;Напольные покрытия;Плинтус напольный;;1805;1767;6;;;шт;;0;"
"Б0002216;Угол внутр. для плинтуса LM 55 NW 15 Орех темный;Напольные покрытия;Плинтус напольный;;1805;1767;13;;;шт;;0;"
"Б0002206;Угол внутр. для плинтуса LM 55 NW 16 Дуб Античный;Напольные покрытия;Плинтус напольный;;1805;1767;2;;;шт;;0;"
"Б0002562;Угол внутр. для плинтуса LM 55 NW 19 Венге;Напольные покрытия;Плинтус напольный;;1805;1767;44;;;шт;;0;"
"Б0002221;Угол внутр. для плинтуса LM 55 NW 20 Дуб Савоен;Напольные покрытия;Плинтус напольный;;1805;1767;9;;;шт;;0;"
"Б0002201;Угол внутр. для плинтуса LM 55 NW 22 Венге Африка;Напольные покрытия;Плинтус напольный;;1805;1767;30;;;шт;;0;"
"Б0002226;Угол внутр. для плинтуса LM 55 NW 26 Дуб темный;Напольные покрытия;Плинтус напольный;;1805;1767;15;;;шт;;0;"
"Б0002518;Угол внутр. для плинтуса Идеал Беленый Дуб;Напольные покрытия;Плинтус напольный;;1140;1116;12;;;шт;;0;"
"Б0002157;Угол внутренний Идеал Бук Светлый;Напольные покрытия;Плинтус напольный;;589;577;12;;;шт;;0;"
"Б0003318;Угол внутренний Идеал Вишня;Напольные покрытия;Плинтус напольный;;1140;1116;46;;;шт;;0;"
"ДХ1470;Угол внутренний ПВХ (Идеал Комфорт) Мокко Дуб;Напольные покрытия;Плинтус напольный;;1140;1116;12;;;шт;;0;"
"Б0001026;Подложка под паркет  2мм  шир. 10м;Напольные покрытия;Подложка;;1045;1023;25;;;пог.м;;0;50м/рул"
"Б0000697;Подложка под паркет  3мм  шир. 10м;Напольные покрытия;Подложка;;1710;1675;20;;;пог.м;;0;50 м/рул"
"ДХ1925;ПВХ покрытие Tarkett LOUNGE ACOUSTIC;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;acoustic;0;"
"ДХ1917;ПВХ покрытие Tarkett LOUNGE BALI;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;bali;0;"
"ДХ1914;ПВХ покрытие Tarkett LOUNGE BUDDHA;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;buddha;0;"
"ДХ1910;ПВХ покрытие Tarkett LOUNGE CHARANGO;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;charango;0;"
"ДХ1918;ПВХ покрытие Tarkett LOUNGE CHILL;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;chill;0;"
"ДХ1920;ПВХ покрытие Tarkett LOUNGE COCKTAIL;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;cocktail;0;"
"ДХ1864;ПВХ покрытие Tarkett LOUNGE COSTES;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;costes;0;"
"ДХ1924;ПВХ покрытие Tarkett LOUNGE DELMAR;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;delmar;0;"
"ДХ1926;ПВХ покрытие Tarkett LOUNGE FABRIC;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;fabric;0;"
"ДХ1916;ПВХ покрытие Tarkett LOUNGE HENRY;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;henry;0;"
"ДХ1927;ПВХ покрытие Tarkett LOUNGE HUSKY;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;husky;0;"
"ДХ1930;ПВХ покрытие Tarkett LOUNGE IBIZA;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;ibiza;0;"
"ДХ1922;ПВХ покрытие Tarkett LOUNGE JAFFA;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;jaffa;0;"
"ДХ1912;ПВХ покрытие Tarkett LOUNGE LORENZO;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;lorenzo;0;"
"ДХ1865;ПВХ покрытие Tarkett LOUNGE MOBY;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;moby;0;"
"ДХ1863;ПВХ покрытие Tarkett LOUNGE NORDIC;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;nordic;0;"
"ДХ1915;ПВХ покрытие Tarkett LOUNGE RAMON;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;ramon;0;"
"ДХ1913;ПВХ покрытие Tarkett LOUNGE RELAX;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;шт;relax;0;"
"ДХ1923;ПВХ покрытие Tarkett LOUNGE SANDY;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;sandy;0;"
"ДХ1921;ПВХ покрытие Tarkett LOUNGE SERGE;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;serge;0;"
"ДХ1911;ПВХ покрытие Tarkett LOUNGE SIMPLE;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;simple;0;"
"ДХ1919;ПВХ покрытие Tarkett LOUNGE SKYE;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;skye;0;"
"ДХ1862;ПВХ покрытие Tarkett LOUNGE STUDIO;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;studio;0;"
"ДХ1928;ПВХ покрытие Tarkett LOUNGE TRIBUTE;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;tribute;0;"
"ДХ1929;ПВХ покрытие Tarkett LOUNGE VERSION;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;version;0;"
"ДХ1909;ПВХ покрытие Tarkett LOUNGE WOODY;Напольные покрытия;Покрытие ART VINIL Таркетт;;84930;83142;0.01;;;м2;woody;0;"
"ДХ1889;ПВХ покрытие Tarkett NEW AGE ABSTRACTION;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;abstraction;0;"
"ДХ1890;ПВХ покрытие Tarkett NEW AGE AMBIENT;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;ambient;0;"
"ДХ1891;ПВХ покрытие Tarkett NEW AGE AMENO;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;ameno;0;"
"ДХ1892;ПВХ покрытие Tarkett NEW AGE ELYSIUM;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;elysium;0;"
"ДХ1893;ПВХ покрытие Tarkett NEW AGE ENIGMA;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;enigma;0;"
"ДХ1894;ПВХ покрытие Tarkett NEW AGE EQUILIBRE;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;equilibre;0;"
"ДХ1895;ПВХ покрытие Tarkett NEW AGE ERA;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;era;0;"
"ДХ1896;ПВХ покрытие Tarkett NEW AGE EXOTIC;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;exotic;0;"
"ДХ1897;ПВХ покрытие Tarkett NEW AGE GRAVITY;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;gravity;0;"
"ДХ1898;ПВХ покрытие Tarkett NEW AGE MISTERO;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;mistero;0;"
"ДХ1899;ПВХ покрытие Tarkett NEW AGE MISTY;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;шт;misty;0;"
"ДХ1900;ПВХ покрытие Tarkett NEW AGE NOISE;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;noise;0;"
"ДХ1901;ПВХ покрытие Tarkett NEW AGE ORIENT;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;orient;0;"
"ДХ1902;ПВХ покрытие Tarkett NEW AGE ORTO;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;orto;0;"
"ДХ1903;ПВХ покрытие Tarkett NEW AGE SENSE;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;sence;0;"
"ДХ1904;ПВХ покрытие Tarkett NEW AGE SERENITY;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;serenity;0;"
"ДХ1905;ПВХ покрытие Tarkett NEW AGE SOUL;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;soul;0;"
"ДХ1906;ПВХ покрытие Tarkett NEW AGE SPACE;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;space;0;"
"ДХ1907;ПВХ покрытие Tarkett NEW AGE STORM;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;storm;0;"
"ДХ1908;ПВХ покрытие Tarkett NEW AGE VOLO;Напольные покрытия;Покрытие ART VINIL Таркетт;;68590;67146;0.01;;;м2;volo;0;"
"ДХ1850;Спортивный линолеум OMNISPORT EXCEL 83/08   2м;Напольные покрытия;Спортивные покрытия;;97375;95325;0.01;;;м2;;0;Omnisports EXCEL- предназначено для полупрофессиональных и профессиональных многоцелевых и игровых площадок. Покрытие Omnisports Excel имеет наибольшую толщинуа значит и лучший амортизационный показатель (32-34%)который является определяющей характеристикой спортивного покрытияобеспечивающий максимальный комфорт для профессиональных спортсменов.<br>Основные преимущества покрытия Omnisports:<br> Универсальность – на таком покрытии могут проводиться соревнования по разным видам спорта<br> Экономное решение по сравнению с наливными площадками и спортивным паркетом<br> Хорошие показатели по вертикальной деформацииамортизациискользкости и отскоку мяча обеспечивают комфорт для спортсменов и помогают им достигать лучших результатов<br> Большой выбор цветоввключая дизайны с рисунком «под дерево»<br> Стабильность линейных размеров - гарантия ровной поверхности<br> Легкость в укладке<br> Покрытие Top Clean XP – слой ПУобеспечивающий легкость в уборкепростой и недорогой уход."
"ДХ1849;Спортивный линолеум OMNISPORT REFERENCE 65/07  2м;Напольные покрытия;Спортивные покрытия;;124450;121830;0.01;;;м2;;0;"
"ДХ1848;Спортивный линолеум OMNISPORT SPEED 345/065  2м;Напольные покрытия;Спортивные покрытия;;151905;148707;0.01;;;м2;;0;"
"Б0003469;Блок доломитовый перегородочный  390*90*185;Общестроительные материалы;Блоки;;3515;3441;1;;;шт;;0;на поддоне 120 шт."
"Б0003476;Блок керамзитобетонный 390х190х188;Общестроительные материалы;Блоки;;4940;4840;1;;;шт;keramzitblok;0;"
"Б0002038;Блок пенобетон 600*300*100;Общестроительные материалы;Блоки;;7410;7254;1;;;шт;penoblok;0;на поддоне 64 шт. 56 шт. в 1м3"
"Б0001809;Блок пенобетон 600*300*200;Общестроительные материалы;Блоки;;12920;12670;0.01;;;шт;penoblok;0;на поддоне 40 шт. 28 шт. в 1м3"
"Б0002105;Блок пенобетон 600*300*400;Общестроительные материалы;Блоки;;25960;23625;0.01;;;шт;penoblok;0;на поддоне 16шт. 14 шт. в 1м3"
"Б0001354;Гипс строительный  5кг;Общестроительные материалы;Гипс;;4750;4650;5;;;шт;gips_5kg;0;Применяется для устранения раковинтрещин бетонных и оштукатуренных поверхностейа также для изготовления гипсовых изделий всех видов. Может применяться как самостоятельнотак и в сочетании с другими материалами (мелизвестьпесок)."
"Б0000297;Гипс строительный 35 кг;Общестроительные материалы;Гипс;;17100;16740;12;;;меш;gips;0;"
"Б0000295;Известь гашеная 4 кг;Общестроительные материалы;Гипс;;4085;3999;143;;;меш;izvest;0;Применяется для побелки внутренних и наружных поверхностей зданийприготовления известкового раствораа также гигиенической защиты ствольной растительности. Расход: 200-300 г/1 кв.м поверхности."
"Б0000695;Известь-пушонка 10кг;Общестроительные материалы;Гипс;;17955;17577;13;;;меш;Izvestuc_enl;0;"
"Б0000294;Мел в мешках 40 кг;Общестроительные материалы;Гипс;;27170;26598;1;;;меш;mel;0;"
"Б0026322;Пазогребневая плита гипсовая 667*500*80 влагостойкая пустотелая;Общестроительные материалы;Гипсовые блоки;;61750;60450;1;;;м2;pgpgipspust;0;"
"Б0001800;Пазогребневая плита гипсовая 667*500*80 пустотелая;Общестроительные материалы;Гипсовые блоки;;49400;48360;1;;;м2;pgpgipspust;0;"
"Б0002694;Керамзит  дробленый фр. 10*20  (004м3);Общестроительные материалы;Керамзит;;10450;10230;4;;;меш;;0;"
"Б0002040;Керамзит  фр. 0*5  (004м3);Общестроительные материалы;Керамзит;;14915;14601;45;;;меш;;0;"
"Б0003342;Керамзит в мешках 004 м.куб.;Общестроительные материалы;Керамзит;;9500;9300;153;;;шт;;0;"
"Б0000398;Кирпич керамический (цокольный) М-150 (300 шт. в поддоне) СККМ;Общестроительные материалы;Кирпич;;1615;1581;132;;;шт;skkm;0;"
"Б0000277;Кирпич облицовочный красный \Кинель-Черкасский\ (401шт/подд.);Общестроительные материалы;Кирпич;;1297;1270;4;;;шт;10527;0;"
"Б0000714;Песок в мешках (30 кг);Общестроительные материалы;Песок;;3610;3534;160;;;меш;;0;"
"Б0003570;Плитка тротуарная \Паркет\ 300*300*30 красная;Общестроительные материалы;Тротуарная плитка;;3705;3627;142;;;шт;trotparketkr;0;"
"Б0003360;Плитка тротуарная \Паркет\ 300*300*30 серая;Общестроительные материалы;Тротуарная плитка;;3230;3162;163;;;шт;trotparketser;0;В поддоне 165 шт (1485 м2)"
"Б0001073;Плитка тротуарная \Тучка\ 300*300*30 красная;Общестроительные материалы;Тротуарная плитка;;3705;3627;166;;;шт;tuchkakras;0;"
"Б0000184;Цемент в мешках М400 ЕВРО  50кгг.Жигулевск;Общестроительные материалы;Цемент;;24000;24000;87;;;меш;sd_00285;0;Цемент-наиболее распространённый вяжущий материалпозволяющий получать изделия и конструкции высочайшей прочности. Цемент- результат мелкодисперсного измельчения продуктов спекания одного из видов глины-мергеля или смеси известняка и глины."
"Б0000196;Цемент М400 50кг;Общестроительные материалы;Цемент;;24000;24000;03.01;;;меш;EUROCEMENT;0;"
"Б0000084;Цемент М4005кгЖигулевский;Общестроительные материалы;Цемент;;4750;4600;29;;;меш;;0;"
"Б0003623;Цемент ПЦ 400 Д208 кгг. Жигулевск;Общестроительные материалы;Цемент;;7770;7770;5;;;шт;;0;"
"Б0002523;Дверная коробка  2100*70*35  Орех;Отделочные материалы;Двери;;;;10;;;шт;;0;"
"Б0000941;Дверной блок ДГ 21-9 \Удача\;Отделочные материалы;Двери;;62700;61380;1;;;шт;;0;"
"Б0001187;Дверь \Милан\ орех (комплект) 600;Отделочные материалы;Двери;;;;1;;;шт;;0;"
"Б0003090;Малярный флизелин \Oscar Filz\  1х25м;Отделочные материалы;Обои;;139840;136896;7;;;рул;;0;"
"Б0002777;Обои Elysium Вспенен. винил на флизе  50901 Е (106*10м) бежевый;Отделочные материалы;Обои;;55100;53940;3;;;рул;;0;"
"Б0002778;Обои Elysium Вспенен. винил на флизе  50903 Е (106*10м) фисташковый;Отделочные материалы;Обои;;55100;53940;2;;;рул;;0;"
"Б0002780;Обои Кор. ар.97 Флиз. Барон  2044-01 (106*10м) бежевый;Отделочные материалы;Обои;;61750;60450;3;;;рул;;0;"
